Trip ID.,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,fare_amount,trip_time,speed,tod
391,16-06-14 17:07,16-06-14 17:19,1,3.21,-73.988167,40.770895,-73.987612,40.74103,12,720,16.05,17
392,20-06-14 19:42,20-06-14 19:59,2,4.14,-74.015633,40.715512,-73.984662,40.753307,15.5,1020,14.61176471,19
393,20-06-14 19:47,20-06-14 20:04,1,1.75,-73.996315,40.738022,-73.98046,40.76009,11.5,1020,6.176470588,19
394,20-06-14 0:52,20-06-14 1:01,2,2.91,-73.970665,40.756535,-73.971568,40.787027,10.5,540,19.4,0
395,22-06-14 0:52,22-06-14 1:04,1,1.95,-73.994927,40.76049,-73.967242,40.76051,10,720,9.75,0
396,22-06-14 0:48,22-06-14 1:07,1,4.54,-74.009063,40.707047,-73.98279,40.762467,16,1140,14.33684211,0
397,16-06-14 19:07,16-06-14 19:14,1,1.46,-73.96674,40.761417,-73.950703,40.772355,7.5,420,12.51428571,19
398,20-06-14 7:39,20-06-14 7:42,1,0.62,-73.98075,40.753787,-73.988535,40.752772,4.5,180,12.4,7
399,20-06-14 7:37,20-06-14 7:44,1,0.65,-73.97251,40.756095,-73.980692,40.754447,6,420,5.571428571,7
400,16-06-14 18:53,16-06-14 19:14,5,4.23,-73.980277,40.738587,-73.98519,40.696977,17.5,1260,12.08571429,18
401,20-06-14 21:15,20-06-14 21:32,3,8.27,-73.87065,40.773605,-73.980287,40.750767,25,1020,29.18823529,21
402,20-06-14 0:01,20-06-14 0:12,1,1.06,-73.9779,40.762667,-73.990208,40.75687,8.5,660,5.781818182,0
403,20-06-14 21:09,20-06-14 21:22,2,4.29,-73.995005,40.75026,-73.963252,40.799402,14,780,19.8,21
404,20-06-14 16:15,20-06-14 17:02,6,6.43,-73.982227,40.776427,-73.99843,40.711972,32,2820,8.208510638,16
405,20-06-14 3:59,20-06-14 4:05,5,1.22,-74.005447,40.740747,-74.003882,40.727705,7,360,12.2,3
406,16-06-14 18:17,16-06-14 18:19,6,0.45,-73.98241,40.745425,-73.978748,40.750512,3.5,120,13.5,18
407,05-06-14 12:59,05-06-14 13:23,1,3.3,-73.968816,40.761842,-74.003142,40.733311,17,1489,7.978509066,12
408,20-06-14 4:03,20-06-14 4:10,1,3.38,-73.99143,40.759947,-74.009278,40.715337,11,420,28.97142857,4
409,16-06-14 18:13,16-06-14 18:20,4,1.36,-74.003098,40.740072,-73.996897,40.725532,7,420,11.65714286,18
410,16-06-14 17:54,16-06-14 18:13,1,4.02,-73.990172,40.737292,-73.979535,40.781887,16.5,1140,12.69473684,17
411,16-06-14 18:02,16-06-14 18:10,1,1.1,-74.006835,40.711722,-73.999818,40.723397,7.5,480,8.25,18
412,19-06-14 22:32,19-06-14 22:38,1,1.53,-73.971667,40.754707,-73.955677,40.768277,7,360,15.3,22
413,16-06-14 17:54,16-06-14 18:09,5,1.57,-74.006517,40.736862,-73.995597,40.727065,10,900,6.28,17
414,19-06-14 22:18,19-06-14 22:30,2,2.35,-73.992782,40.723445,-73.97197,40.747227,10.5,720,11.75,22
415,19-06-14 22:22,19-06-14 22:30,1,1.39,-73.981455,40.763357,-73.994142,40.746157,7.5,480,10.425,22
416,16-06-14 17:21,16-06-14 17:45,1,3.86,-74.010632,40.718862,-73.97658,40.755742,17.5,1440,9.65,17
417,16-06-14 17:03,16-06-14 17:45,1,8.98,-73.870782,40.773672,-73.972955,40.795375,34.5,2520,12.82857143,17
418,16-06-14 17:40,16-06-14 17:50,2,1.85,-73.956452,40.781267,-73.973718,40.759182,9,600,11.1,17
419,16-06-14 17:37,16-06-14 17:52,1,1.9,-73.970048,40.756242,-73.98873,40.73795,11,900,7.6,17
420,20-06-14 23:57,21-06-14 0:01,1,0.96,-73.995377,40.74978,-73.986882,40.761322,5.5,240,14.4,23
421,20-06-14 2:03,20-06-14 2:18,5,5.76,-73.991995,40.721917,-73.95646,40.777407,18.5,900,23.04,2
422,16-06-14 17:29,16-06-14 17:51,1,3.06,-73.989482,40.735812,-73.962252,40.773315,16.5,1320,8.345454545,17
423,16-06-14 17:32,16-06-14 17:53,2,5.57,-73.86273,40.768732,-73.920162,40.741247,19.5,1260,15.91428571,17
424,16-06-14 17:38,16-06-14 17:54,1,2.02,-73.998132,40.751352,-73.971185,40.755007,11.5,960,7.575,17
425,20-06-14 23:52,21-06-14 0:05,4,4.39,-73.938662,40.851022,-73.970407,40.798965,15,780,20.26153846,23
426,21-06-14 23:48,21-06-14 23:50,2,0.49,-73.958645,40.774937,-73.952042,40.772042,4,120,14.7,23
427,16-06-14 17:49,16-06-14 17:52,5,0.73,-73.975653,40.751367,-73.982072,40.74293,4.5,180,14.6,17
428,20-06-14 17:36,20-06-14 17:42,1,1.38,-73.956637,40.802692,-73.953925,40.78888,7,360,13.8,17
429,16-06-14 13:28,16-06-14 13:34,2,1.09,-74.001037,40.727457,-73.986372,40.72497,6.5,360,10.9,13
430,20-06-14 2:13,20-06-14 2:17,1,1,-74.003297,40.725247,-74.006322,40.7149,5,240,15,2
431,20-06-14 1:49,20-06-14 1:52,1,1.04,-73.97215,40.756975,-73.981342,40.744185,5.5,180,20.8,1
432,20-06-14 23:32,20-06-14 23:41,1,1.55,-73.990818,40.734052,-73.978037,40.748277,8.5,540,10.33333333,23
433,21-06-14 23:31,21-06-14 23:39,2,1.71,-73.993878,40.72469,-73.998195,40.741867,8,480,12.825,23
434,20-06-14 16:06,20-06-14 16:18,1,1.93,-73.97858,40.76267,-73.95694,40.77771,10,720,9.65,16
435,20-06-14 19:55,20-06-14 20:00,1,0.92,-73.982097,40.775492,-73.981232,40.765357,6,300,11.04,19
436,20-06-14 19:54,20-06-14 20:10,1,4.21,-73.96087,40.76089,-73.94551,40.76664,14.5,960,15.7875,19
437,20-06-14 23:13,20-06-14 23:21,2,1.26,-73.965092,40.714377,-73.94719,40.71131,7,480,9.45,23
438,16-06-14 17:18,16-06-14 17:27,1,2.33,-73.987553,40.72446,-73.966622,40.753292,9.5,540,15.53333333,17
439,20-06-14 22:28,20-06-14 22:37,1,2.77,-73.9745,40.7511,-73.948405,40.782382,10,540,18.46666667,22
440,20-06-14 19:03,20-06-14 19:15,1,1.56,-73.98992,40.775962,-74.001745,40.762017,9,720,7.8,19
441,20-06-14 22:21,20-06-14 22:35,3,3.25,-73.991405,40.749837,-73.97581,40.786497,13,840,13.92857143,22
442,20-06-14 22:23,20-06-14 22:30,5,0.85,-74.00531,40.709145,-74.014863,40.714037,6.5,420,7.285714286,22
443,19-06-14 23:49,20-06-14 0:02,1,1.27,-73.978202,40.76458,-73.984265,40.749237,9.5,780,5.861538462,23
